Nottingham, Andrew T.; Baath, Erland; Reischke, Stephanie; Salinas, Norma; Meir, Patrick;;;;;;;;;;;;;;;;;;;;
Filandysheva, L. B.; Evseeva, N. S.; Zhilina, T. N.;;;;;;;;;;;;;;;;;;;;;;
Ayzel, G. V.;;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Hua; Xie, Hong";;;;;;;;;;;;;;;;;;;;;;;;
"Gulbrandsen, Mats Lundh; Minsley, Burke J.; Ball, Lyndsay B.; Hansen, Thomas Mejer";;;;;;;;;;;;;;;;;;;;;;;;
"Fathurrahman, F.; Nizam, M. S.; Juliana, Wan W. A.; Doni, Febri; NorLailatul, W. M.; Radziah, Che C. M. Z.";;;;;;;;;;;;;;;;;;;;;;;;
"Joshi, Shreyash; Chen, Bo";;;;;;;;;;;;;;;;;;;;;;;;
"Jimenez, Cristian; Barra, Marilda; Josa, Alejandro; Valls, Susanna";;;;;;;;;;;;;;;;;;;;;;;;
Donzier, Jean-Francois;;;;;;;;;;;;;;;;;;;;;;;;
"Fotso-Nguemo, Thierry C.; Diallo, Ismaila; Diakhate, Moussa; Vondou, Derbetini A.; Mbaye, Mamadou L.; Haensler, Andreas; Gaye, Amadou T.; Tchawoua, Clement";;;;;;;;;;;;;;;;;;;;;;;;
"Amarakoon, Shanika; Vallet, Cyril; Curran, Mary Ann; Haldar, Pradeep; Metacarpa, David; Fobare, David; Bell, Jennifer";;;;;;;;;;;;;;;;;;;;;;;;
"Wong, Chiew-Yen; Teoh, Ming-Li; Phang, Siew-Moi; Lim, Phaik-Eem; Beardall, John";;;;;;;;;;;;;;;;;;;;;;;;
"Salomone, R.; Saija, G.; Mondello, G.; Giannetto, A.; Fasulo, S.; Savastano, D.";;;;;;;;;;;;;;;;;;;;;;;;
"Martins, Madlles Q.; Fortunato, Ana S.; Rodrigues, Weverton P.; Partelli, Fabio L.; Campostrini, Eliemar; Lidon, Fernando C.; DaMatta, Fabio M.; Ramalho, Jose C.; Ribeiro-Barros, Ana I.";;;;;;;;;;;;;;;;;;;;;;;;
"Matheyarasu, Raghupathi; Seshadri, Balaji; Bolan, Nanthi S.; Naidu, Ravi";;;;;;;;;;;;;;;;;;;;;;;;
"Georgievski, Goran; Hagemann, Stefan";;;;;;;;;;;;;;;;;;;;;;;;
"Kou, T. J.; Cheng, X. H.; Zhu, J. G.; Xie, Z. B.";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Jiayin; Huang, Hong; Xia, Li; Xie, Hongtao; Ji, Lei; Wei, Peipei; Zhao, Runbo; Chen, Hongyu; Asiri, Abdullah M.; Sun, Xuping";;;;;;;;;;;;;;;;;;;;;;;;
"Post, Senja; Ramirez, Natalia";;;;;;;;;;;;;;;;;;;;;;;;
"Saputra, Lingga Arti; Muhayat, Nurul; Triyono";;;;;;;;;;;;;;;;;;;;;;;;
"Ashraf, Waqas; Sahi, ShahbazTalib; Habib, Amer; Khan, Atta Ur Rehman; Zeshan, Muhammad Ahmad; Intisar, Anum; Ahmad, Absar";;;;;;;;;;;;;;;;;;;;;;;;
"Kashimura, Mio; Sanada, Masayuki; Morimoto, Shigeo; Inoue, Yukinori";;;;;;;;;;;;;;;;;;;;;;;;
"Tiwari, Bhupendra Nath; Kishore, S. Chandra; Marina, Ninoslav";;;;;;;;;;;;;;;;;;;;;;;;
"Bhandari, Satyendra; Srivastava, Rohit; Mehta, Vikram";;;;;;;;;;;;;;;;;;;;;;;;
Hampel, Mathis;;;;;;;;;;;;;;;;;;;;;;;;
"Mancin, Simone; Diani, Andrea; Vezzu, Simone; Rossetto, Luisa";;;;;;;;;;;;;;;;;;;;;;;;
"Rahman, Hasimah Abdul; Nordin, Nur Dalilah";;;;;;;;;;;;;;;;;;;;;;;;
"Curry, C. L.; Islam, S. U.; Zwiers, F. W.; Dery, S. J.";;;;;;;;;;;;;;;;;;;;;;;;
"Dessler, Andrew E.; Mauritsen, Thorsten; Stevens, Bjorn";;;;;;;;;;;;;;;;;;;;;;;;
"Rawangphai, M.; Maneeintr, K.";;;;;;;;;;;;;;;;;;;;;;;;
"Vechi, Marcel; Ghisi, Enedir";;;;;;;;;;;;;;;;;;;;;;;;
"Shuja, Junaid; Ahmad, Raja Wasim; Gani, Abdullah; Ahmed, Abdelmuttlib Ibrahim Abdalla; Siddiqa, Aisha; Nisar, Kashif; Khan, Samee U.; Zomaya, Albert Y.";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Lijun; Zhang, Jin S.";;;;;;;;;;;;;;;;;;;;;;;;
"Eugenia Tietze, Hedwig Selma; Joshi, Jasmin; Pugnaire, Francisco Ignacio; Dechoum, Michele de Sa";;;;;;;;;;;;;;;;;;;;;;;;
"Smolarkiewicz, Piotr K.; Kuhnlein, Christian; Grabowski, Wojciech W.";;;;;;;;;;;;;;;;;;;;;;;;
"Jeswani, Harish Kumar; Azapagic, Adisa";;;;;;;;;;;;;;;;;;;;;;;;
"Maat, Douwe S.; Visser, Ronald J. W.; Brussaard, Corina P. D.";;;;;;;;;;;;;;;;;;;;;;;;
"Sieber, Petra; Ericsson, Niclas; Hansson, Per-Anders";;;;;;;;;;;;;;;;;;;;;;;;
"Chisalita, Dora-Andreea; Petrescu, Letitia; Cobden, Paul; van Dijk, H. A. J. (Eric); Cormos, Ana-Maria; Cormos, Calin-Cristian";;;;;;;;;;;;;;;;;;;;;;;;
"Moreira Simoes Vieira, Jose Guilherme; Salgueiro, Joana; Velho da Maia Soares, Amadeu Mortagua; Azeiteiro, Ulisses; Morgado, Fernando";;;;;;;;;;;;;;;;;;;;;;;;
"Peng, Yifeng; Zhao, Xiang; Wu, Donghai; Tang, Bijian; Xu, Peipei; Du, Xiaozheng; Wang, Haoyu";;;;;;;;;;;;;;;;;;;;;;;;
"Heberle, Florian; Schifflechner, Christopher; Brueggemann, Dieter";;;;;;;;;;;;;;;;;;;;;;;;
"Jost, Juerg; Kaelin, Daniel; Boerner, Saskia; Vasilyan, Davit; Lawver, Daniel; Reichenbacher, Bettina";;;;;;;;;;;;;;;;;;;;;;;;
Dennis, Allen;;;;;;;;;;;;;;;;;;;;;;;;
"Wyss, Rahel K.; Mendez-Carmona, Natalia; Sanz, Maria-Nieves; Arnold, Maria; Segiser, Adrian; Fiedler, Georg M.; Carrel, Thierry P.; Djafarzadeh, Siamak; Stahel, Hendrik T. Tevaearai; Longnus, Sarah L.";;;;;;;;;;;;;;;;;;;;;;;;
"Ullrich, P. A.; Xu, Z.; Rhoades, A. M.; Dettinger, M. D.; Mount, J. F.; Jones, A. D.; Vahmani, P.";;;;;;;;;;;;;;;;;;;;;;;;
"Bond, David P. G.; Grasby, Stephen E.";;;;;;;;;;;;;;;;;;;;;;;;
"Papadimitriou, Vassileios C.; Burkholder, James B.";;;;;;;;;;;;;;;;;;;;;;;;
"Comarazamy, Daniel E.; Gonzalez, Jorge E.; Luvall, Jeffrey C.";;;;;;;;;;;;;;;;;;;;;;;;
"Krishnan, Srinath; Pagani, Mark; Agnini, Claudia";;;;;;;;;;;;;;;;;;;;;;;;
"Beaugrand, G.; Conversi, A.; Atkinson, A.; Cloern, J.; Chiba, S.; Fonda-Umani, S.; Kirby, R. R.; Greene, C. H.; Goberville, E.; Otto, S. A.; Reid, P. C.; Stemmann, L.; Edwards, M.";;;;;;;;;;;;;;;;;;;;;;;;
"Eakin, Caroline M.; Rychert, Catherine A.; Harmon, Nicholas";;;;;;;;;;;;;;;;;;;;;;;;
"Joshi, Santosh R.; Vielle, Marc; Babonneau, Frederic; Edwards, Neil R.; Holden, Philip B.";;;;;;;;;;;;;;;;;;;;;;;;
Friedlingstein, Pierre;;;;;;;;;;;;;;;;;;;;;;;;
"Hollin, G. J. S.; Pearce, W.";;;;;;;;;;;;;;;;;;;;;;;;
"Condamine, Fabien L.; Toussaint, Emmanuel F. A.; Clamens, Anne-Laure; Genson, Gwenaelle; Sperling, Felix A. H.; Kergoat, Gael J.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Qingyin; Shao, Ming'an; Jia, Xiaoxu; Wei, Xiaorong";;;;;;;;;;;;;;;;;;;;;;;;
Hashe, Vuyo T.;;;;;;;;;;;;;;;;;;;;;;;;
"Evans, Jason P.; Kay, Merlinde; Prasad, Abhnil; Pitman, Andy";;;;;;;;;;;;;;;;;;;;;;;;
Rosvold, Jorgen;;;;;;;;;;;;;;;;;;;;;;;;
"Cui, Ying; Schubert, Brian A.";;;;;;;;;;;;;;;;;;;;;;;;
"Nagano, Akira; Ueki, Iwao; Hasegawa, Takuya; Ando, Kentaro";;;;;;;;;;;;;;;;;;;;;;;;
"Hyland, Ethan G.; Sheldon, Nathan D.; Cotton, Jennifer M.";;;;;;;;;;;;;;;;;;;;;;;;
Laken, Benjamin A.;;;;;;;;;;;;;;;;;;;;;;;;
"Csoka, Gyorgy; Hirka, Aniko; Szocs, Levente; Moricz, Norbert; Rasztovits, Ervin; Podor, Zoltan";;;;;;;;;;;;;;;;;;;;;;;;
"Meyer, Vera D.; Barr, Iestyn D.";;;;;;;;;;;;;;;;;;;;;;;;
"Vogel, Tobias; Carr, Evan W.; Davis, Tyler; Winkielman, Piotr";;;;;;;;;;;;;;;;;;;;;;;;
"Lopez-Tirado, Javier; Hidalgo, Pablo J.";;;;;;;;;;;;;;;;;;;;;;;;
"Tian, Wei; Liu, Xiaomang; Liu, Changming; Bai, Peng";;;;;;;;;;;;;;;;;;;;;;;;
"Tubiello, Francesco Nicola; Biancalani, Riccardo; Salvatore, Mirella; Rossi, Simone; Conchedda, Giulia";;;;;;;;;;;;;;;;;;;;;;;;
Bhatt, Aalok;;;;;;;;;;;;;;;;;;;;;;;;
"Strode, S. A.; Duncan, B. N.; Yegorova, E. A.; Kouatchou, J.; Ziemke, J. R.; Douglass, A. R.";;;;;;;;;;;;;;;;;;;;;;;;
Trevelyan, James;;;;;;;;;;;;;;;;;;;;;;;;
"Ulonska, Kirsten; Koenig, Andrea; Klatt, Marten; Mitsos, Alexander; Viell, Joern";;;;;;;;;;;;;;;;;;;;;;;;
"Kajaste, Raili; Hurme, Markku; Oinas, Pekka";;;;;;;;;;;;;;;;;;;;;;;;
"Gonzalez-Davila, Melchor; Santana Casiano, J. Magdalena; Machin, Francisco";;;;;;;;;;;;;;;;;;;;;;;;
"Lin, Derong; Lin, Yingzhi";;;;;;;;;;;;;;;;;;;;;;;;
"Zou, Liwei; Zhou, Tianjun";;;;;;;;;;;;;;;;;;;;;;;;
"Huang, Hao; Wang, Tao; Kolosz, Ben; Andresen, John; Garcia, Susana; Fang, Mengxiang; Maroto-Valer, M. Mercedes";;;;;;;;;;;;;;;;;;;;;;;;
"Bi, Yucui; Cai, Siyuan; Wang, Yu; Xia, Yongqiu; Zhao, Xu; Wang, Shenqiang; Xing, Guangxi";;;;;;;;;;;;;;;;;;;;;;;;
"Sawalhah, Mohammed N.; Holechek, Jerry L.; Cibils, Andres F.; Geli, Hatim M. E.; Zaied, Ashraf";;;;;;;;;;;;;;;;;;;;;;;;
"Sun, Liying; Ma, Yuchun; Liu, Yinglie; Li, Jia; Deng, Junyin; Rao, Xudong; Zhang, Yu";;;;;;;;;;;;;;;;;;;;;;;;
"Lamnatou, Chr.; Nicolai, R.; Chemisana, D.; Cristofari, C.; Cancellieri, D.";;;;;;;;;;;;;;;;;;;;;;;;
"Soares, Pedro M. M.; Lima, Daniela C. A.; Semedo, Alvaro; Cardoso, Rita M.; Cabos, William; Sein, Dmitry V.";;;;;;;;;;;;;;;;;;;;;;;;
"Lei, Lei; Xiao, Wenfa; Zeng, Lixiong; Zhu, Jianhua; Huang, Zhilin; Cheng, Ruimei; Gao, Shangkun; Li, Mai-He";;;;;;;;;;;;;;;;;;;;;;;;
"van Oldenborgh, Geert Jan; Philip, Sjoukje; Kew, Sarah; van Weele, Michiel; Uhe, Peter; Otto, Friederike; Singh, Roop; Pai, Indrani; Cullen, Heidi; AchutaRao, Krishna";;;;;;;;;;;;;;;;;;;;;;;;
"Morales Mora, M. A.; Pretelin Vergara, C.; Leiva, M. A.; Martinez Delgadillo, S. A.; Rosa-Dominguez, E. R.";;;;;;;;;;;;;;;;;;;;;;;;
"Talley, L. D.; Feely, R. A.; Sloyan, B. M.; Wanninkhof, R.; Baringer, M. O.; Bullister, J. L.; Carlson, C. A.; Doney, S. C.; Fine, R. A.; Firing, E.; Gruber, N.; Hansell, D. A.; Ishii, M.; Johnson, G. C.; Katsumata, K.; Key, R. M.; Kramp, M.; Langdon, C.; Macdonald, A. M.; Mathis, J. T.; McDonagh, E. L.; Mecking, S.; Millero, F. J.; Mordy, C. W.; Nakano, T.; Sabine, C. L.; Smethie, W. M.; Swift, J. H.; Tanhua, T.; Thurnherr, A. M.; Warner, M. J.; Zhang, J. -Z.";;;;;;;;;;;;;;;;;;;;;;;;
"Sepulveda-Jauregui, Armando; Martinez-Cruz, Karla; Lau, Maximilian; Casper, Peter";;;;;;;;;;;;;;;;;;;;;;;;
"Pradhan, P. K.; Prasanna, Venkatraman; Lee, Doo Young; Lee, Myong-In";;;;;;;;;;;;;;;;;;;;;;;;
"Goberville, Eric; Beaugrand, Gregory; Hautekeete, Nina-Coralie; Piquot, Yves; Luczak, Christophe";;;;;;;;;;;;;;;;;;;;;;;;
"Horreo, Jose L.; Griffiths, Andrew M.; Machado-Schiaffino, Gonzalo; Stevens, Jamie R.; Garcia-Vazquez, Eva";;;;;;;;;;;;;;;;;;;;;;;;
"Escher, Romy; Walter-Rogg, Melanie";;;;;;;;;;;;;;;;;;;;;;;;
"Vieira de Souza, Luiz Enrique; Gilmanova Cavalcante, Alina Mikhailovna";;;;;;;;;;;;;;;;;;;;;;;;
"Kais, Saidi; Sami, Hammami";;;;;;;;;;;;;;;;;;;;;;;;
"Porro, Francesco; Tomaselli, Marcello; Abeli, Thomas; Gandini, Maurizia; Gualmini, Matteo; Orsenigo, Simone; Petraglia, Alessandro; Rossi, Graziano; Carbognani, Michele";;;;;;;;;;;;;;;;;;;;;;;;
"McDevitt-Irwin, Jamie M.; Baum, Julia K.; Garren, Melissa; Thurber, Rebecca L. Vega";;;;;;;;;;;;;;;;;;;;;;;;
"Ackerley, Duncan; Dommenget, Dietmar";;;;;;;;;;;;;;;;;;;;;;;;
"Perez, Tomas; Mattar, Cristian; Fuster, Rodrigo";;;;;;;;;;;;;;;;;;;;;;;;
"Greiser, Caroline; Meineri, Eric; Luoto, Miska; Ehrlen, Johan; Hylander, Kristoffer";;;;;;;;;;;;;;;;;;;;;;;;
Dogan, H. G.;;;;;;;;;;;;;;;;;;;;;;;;
"Dolan, Aisling M.; Haywood, Alan M.; Hunter, Stephen J.; Tindall, Julia C.; Dowsett, Harry J.; Hill, Daniel J.; Pickering, Steven J.";;;;;;;;;;;;;;;;;;;;;;;;
"Hu, Dingzhu; Guo, Yipeng; Guan, Zhaoyong";;;;;;;;;;;;;;;;;;;;;;;;
"Guo, Chen; Ren, Tao; Li, Pengfei; Wang, Bin; Zou, Jialong; Hussain, Saddam; Cong, Rihuan; Wu, Lishu; Lu, Jianwei; Li, Xiaokun";;;;;;;;;;;;;;;;;;;;;;;;
"Shakun, Jeremy D.; Corbett, Lee B.; Bierman, Paul R.; Underwood, Kristen; Rizzo, Donna M.; Zimmerman, Susan R.; Caffee, Marc W.; Naish, Tim; Golledge, Nicholas R.; Hay, Carling C.";;;;;;;;;;;;;;;;;;;;;;;;
"Rousk, Kathrin; Michelsen, Anders; Rousk, Johannes";;;;;;;;;;;;;;;;;;;;;;;;
"Chuine, Isabelle; Bonhomme, Marc; Legave, Jean-Michel; de Cortazar-Atauri, Inaki Garcia; Charrier, Guillaume; Lacointe, Andre; Ameglio, Thierry";;;;;;;;;;;;;;;;;;;;;;;;
"Tsai, I-Chun; Wang, Wei-Chyung; Hsu, Huang-Hsiung; Lee, Wei-Liang";;;;;;;;;;;;;;;;;;;;;;;;
"Carmichael, Matthew J.; Lunt, Daniel J.; Huber, Matthew; Heinemann, Malte; Kiehl, Jeffrey; LeGrande, Allegra; Loptson, Claire A.; Roberts, Chris D.; Sagoo, Navjit; Shields, Christine; Valdes, Paul J.; Winguth, Arne; Winguth, Cornelia; Pancost, Richard D.";;;;;;;;;;;;;;;;;;;;;;;;
"Grossman-Clarke, Susanne; Schubert, Sebastian; Fenner, Daniel";;;;;;;;;;;;;;;;;;;;;;;;
"Danise, Silvia; Clemence, Marie-Emilie; Price, Gregory D.; Murphy, Daniel P.; Gomez, Juan J.; Twitchett, Richard J.";;;;;;;;;;;;;;;;;;;;;;;;
"Feng, Kailun; Lu, Weizhuo; Olofsson, Thomas; Chen, Shiwei; Yan, Hui; Wang, Yaowu";;;;;;;;;;;;;;;;;;;;;;;;
"Heidkamp, Marvin; Chlond, Andreas; Ament, Felix";;;;;;;;;;;;;;;;;;;;;;;;
"Lombardi, Lidia; Mendecka, Barbara; Carnevale, Ennio";;;;;;;;;;;;;;;;;;;;;;;;
"Samiotis, Georgios; Pekridis, Giorgos; Kaklidis, Nikolaos; Trikoilidou, Eleni; Taousanidis, Nikolaos; Amanatidou, Elisavet";;;;;;;;;;;;;;;;;;;;;;;;
"Palmer, Jeda; Thorburn, Peter J.; Meier, Elizabeth A.; Biggs, Jody S.; Whelan, Brett; Singh, Kanika; Eyre, David N.";;;;;;;;;;;;;;;;;;;;;;;;
"Moraweck, Karolin; Uhl, Dieter; Kunzmann, Lutz";;;;;;;;;;;;;;;;;;;;;;;;
"Gallejones, P.; Pardo, G.; Aizpurua, A.; del Prado, A.";;;;;;;;;;;;;;;;;;;;;;;;
"Xu, Ying; Ge, Junzhu; Tian, Shaoyang; Li, Shuya; Nguy-Robertson, Anthony L.; Zhan, Ming; Cao, Cougui";;;;;;;;;;;;;;;;;;;;;;;;
"Papadimitriou, Vassileios C.; Spitieri, Christina S.; Papagiannakopoulos, Panos; Cazaunau, Mathieu; Lendar, Maria; Daele, Veronique; Mellouki, Abdelwahid";;;;;;;;;;;;;;;;;;;;;;;;
"Piggot, Georgia; Erickson, Peter; van Asselt, Harro; Lazarus, Michael";;;;;;;;;;;;;;;;;;;;;;;;
"Trenberth, Kevin E.; Fasullo, John T.; von Schuckmann, Karina; Cheng, Lijing";;;;;;;;;;;;;;;;;;;;;;;;
"Rasul, Golam; Molden, David";;;;;;;;;;;;;;;;;;;;;;;;
Martin, Deborah A.;;;;;;;;;;;;;;;;;;;;;;;;
"Ashkenazy, Yosef; Sayag, Roiy; Tziperman, Eli";;;;;;;;;;;;;;;;;;;;;;;;
"Kasimalla, Venkata KoteswaraRao; Srinivasulu, Naga G.; Velisala, Venkateswarlu";;;;;;;;;;;;;;;;;;;;;;;;
"Diniz, Francisco de Assis; Ramos, Andrea Malheiros; Gomes Rebello, Expedito Ronald";;;;;;;;;;;;;;;;;;;;;;;;
"Xu, Bin; Lin, Boqiang";;;;;;;;;;;;;;;;;;;;;;;;
"Zittis, G.; Hadjinicolaou, P.; Bruggeman, A.; Camera, C.; Lelieveld, J.";;;;;;;;;;;;;;;;;;;;;;;;
"Schmidt, Jannick H.; Weidema, Bo P.; Brandao, Miguel";;;;;;;;;;;;;;;;;;;;;;;;
"Yang, Tao; Zhang, Li; Li, Wenjia; Jia, Jingwei; Han, Lei; Zhang, Yuxin; Chen, Yingquan; Yan, Defei";;;;;;;;;;;;;;;;;;;;;;;;
"Kolanowska, Marta; Kras, Marta; Lipinska, Monika; Mystkowska, Katarzyna; Szlachetko, Dariusz L.; Naczk, Aleksandra M.";;;;;;;;;;;;;;;;;;;;;;;;
"Markle, Bradley R.; Steig, Eric J.; Buizert, Christo; Schoenemann, Spruce W.; Bitz, Cecilia M.; Fudge, T. J.; Pedro, Joel B.; Ding, Qinghua; Jones, Tyler R.; White, JamesW. C.; Sowers, Todd";;;;;;;;;;;;;;;;;;;;;;;;
"Weber, Thomas; Cram, Jacob A.; Leung, Shirley W.; DeVries, Timothy; Deutsch, Curtis";;;;;;;;;;;;;;;;;;;;;;;;
"Wanapat, M.; Chanthakhoun, V.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Kui; Zhang, Haisheng; Han, Xibin; Qiu, Wenxian";;;;;;;;;;;;;;;;;;;;;;;;
"Kumar, K. Vasanth; Preuss, Kathrin; Titirici, Maria-Magdalena; Rodriguez-Reinoso, Francisco";;;;;;;;;;;;;;;;;;;;;;;;
"Sun, Hao; Rong, Mingzhe; Wu, Yi; Chen, Zhexin; Yang, Fei; Murphy, Anthony B.; Zhang, Hantian";;;;;;;;;;;;;;;;;;;;;;;;
"Mohamed, Bayoumy; Mohamed, Abdallah; El-Din, Khaled Alam; Nagy, Hazem; Elsherbiny, Ahmed";;;;;;;;;;;;;;;;;;;;;;;;
"Blake, Daniella; Dawson, Carolina; Loeillet, Denis; Staver, Charles";;;;;;;;;;;;;;;;;;;;;;;;
"Wozniak, Antal; Wessler, Hartmut; Lueck, Julia";;;;;;;;;;;;;;;;;;;;;;;;
"Rasmussen, Jan A.; Stouge, Svend";;;;;;;;;;;;;;;;;;;;;;;;
"Tariq, S.; Ul-Haq, Z.; Imran, A.; Mehmood, U.; Aslam, M. U.; Mahmood, K.";;;;;;;;;;;;;;;;;;;;;;;;
"Song, Zhaoliang; McGrouther, Kim; Wang, Hailong";;;;;;;;;;;;;;;;;;;;;;;;
He Bian;;;;;;;;;;;;;;;;;;;;;;;;
"Makhlouf, Ali; Serradj, Tayeb; Cheniti, Hamza";;;;;;;;;;;;;;;;;;;;;;;;
"Robayo-Salazar, Rafael; Mejia-Arcila, Johanna; Mejia de Gutierrez, Ruby; Martinez, Edgar";;;;;;;;;;;;;;;;;;;;;;;;
"Slotte, Martin; Zevenhoven, Ron";;;;;;;;;;;;;;;;;;;;;;;;
"Akpinar, M. G.; Gul, M.; Ceylan, R. F.";;;;;;;;;;;;;;;;;;;;;;;;
"Wiese, Robert; Renaudie, Johan; Lazarus, David B.";;;;;;;;;;;;;;;;;;;;;;;;
"Williams, K. D.; Harris, C. M.; Bodas-Salcedo, A.; Camp, J.; Comer, R. E.; Copsey, D.; Fereday, D.; Graham, T.; Hill, R.; Hinton, T.; Hyder, P.; Ineson, S.; Masato, G.; Milton, S. F.; Roberts, M. J.; Rowell, D. P.; Sanchez, C.; Shelly, A.; Sinha, B.; Walters, D. N.; West, A.; Woollings, T.; Xavier, P. K.";;;;;;;;;;;;;;;;;;;;;;;;
"Kavanaugh, Maria T.; Oliver, Matthew J.; Chavez, Francisco P.; Letelier, Ricardo M.; Muller-Karger, Frank E.; Doney, Scott C.";;;;;;;;;;;;;;;;;;;;;;;;
"Kalkuhl, Matthias; Edenhofer, Ottmar; Lessmann, Kai";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Jingping; Li, Xiao; Li, Xing; Chen, Lian; Jin, Likun";;;;;;;;;;;;;;;;;;;;;;;;
Schneider, Aurel;;;;;;;;;;;;;;;;;;;;;;;;
"Pumo, Dario; Carlino, Giuseppina; Blenkinsop, Stephen; Arnon, Elisa; Fowler, Hayley; Noto, Leonardo V.";;;;;;;;;;;;;;;;;;;;;;;;
"Maqhuzu, Andile B.; Yoshikawa, Kunio; Takahashi, Fumitake";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Chao; Ito, Akinori; Shi, Zongbo; Aita, Maki Noguchi; Yao, Xiaohong; Chu, Qiang; Shi, Jinhui; Gong, Xiang; Gao, Huiwang";;;;;;;;;;;;;;;;;;;;;;;;
"Shinde, Amar Mohan; Dikshit, Anil Kumar; Singh, Rajesh Kumar";;;;;;;;;;;;;;;;;;;;;;;;
"Ferreira-Rodriguez, Noe; Fernandez, Ignacio; Leonor Cancela, M.; Pardo, Isabel";;;;;;;;;;;;;;;;;;;;;;;;
"Balinee, B.; Disaanth, P.; Nasvi, M. C. M.";;;;;;;;;;;;;;;;;;;;;;;;
"Astudillo, Miguel F.; Vaillancourt, Kathleen; Pineau, Pierre-Olivier; Amor, Ben";;;;;;;;;;;;;;;;;;;;;;;;
"Mueller, Lilian-Lee B.; Albach, Dirk C.; Zotz, Gerhard";;;;;;;;;;;;;;;;;;;;;;;;
"Hengevoss, Dirk; Baumgartner, Corinna; Nisato, Giovanni; Hugi, Christoph";;;;;;;;;;;;;;;;;;;;;;;;
"Wong, Carmen M.; Daniels, Lori D.";;;;;;;;;;;;;;;;;;;;;;;;
"Tichenor, Nicole E.; Peters, Christian J.; Norris, Gregory A.; Thoma, Greg; Griffin, Timothy S.";;;;;;;;;;;;;;;;;;;;;;;;
"Amato, Alessia; Rocchetti, Laura; Beolchini, Francesca";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Yuefang; Sheng, Jing; Wang, Zichen; Chen, Liugen; Zheng, Jianchu";;;;;;;;;;;;;;;;;;;;;;;;
"Wu, Tongwen; Lu, Yixiong; Fang, Yongjie; Xin, Xiaoge; Li, Laurent; Li, Weiping; Jie, Weihua; Zhang, Jie; Liu, Yiming; Zhang, Li; Zhang, Fang; Zhang, Yanwu; Wu, Fanghua; Li, Jianglong; Chu, Min; Wang, Zaizhi; Shi, Xueli; Liu, Xiangwen; Wei, Min; Huang, Anning; Zhang, Yaocun; Liu, Xiaohong";;;;;;;;;;;;;;;;;;;;;;;;
"Yao, Rui; Wang, Lunche; Huang, Xin; Gong, Wei; Xia, Xiangao";;;;;;;;;;;;;;;;;;;;;;;;
"Song, Bing; Yi, Sangheon; Yu, Shi-Yong; Nahm, Wook-Hyun; Lee, Jin-Young; Lim, Jaesoo; Kim, Jin-Cheul; Yang, Zhongyong; Han, Min; Jo, Kyoung-Nam; Saito, Yoshiki";;;;;;;;;;;;;;;;;;;;;;;;
"Middlemas, Eleanor A.; Clement, Amy C.";;;;;;;;;;;;;;;;;;;;;;;;
"Bakker, Pepijn; Clark, Peter U.; Golledge, Nicholas R.; Schmittner, Andreas; Weber, Michael E.";;;;;;;;;;;;;;;;;;;;;;;;
"Panagoret, Ioana; Panagoret, Dragos";;;;;;;;;;;;;;;;;;;;;;;;
"Xie, Fei; Li, Jianping; Sun, Cheng; Ding, Ruiqiang; Xing, Nan; Yang, Yun; Zhou, Xin; Ma, Xuan";;;;;;;;;;;;;;;;;;;;;;;;
"Engels, Stefan; Medeiros, Andrew S.; Axford, Yarrow; Brooks, Stephen J.; Heiri, Oliver; Luoto, Tomi P.; Nazarova, Larisa; Porinchu, David F.; Quinlan, Roberto; Self, Angela E.";;;;;;;;;;;;;;;;;;;;;;;;
"Mori, Emiliano; Sforzi, Andrea; Bogliani, Giuseppe; Milanesi, Pietro";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Li; He, Ling-Yun";;;;;;;;;;;;;;;;;;;;;;;;
"Tsuji, Leonard J. S.; Daradich, Amy; Gomez, Natalya; Hay, Carling; Mitrovica, Jerry X.";;;;;;;;;;;;;;;;;;;;;;;;
"Cerutti, Alessandro K.; Beccaro, Gabriele L.; Bruun, Sander; Donno, Dario; Bonvegna, Luca; Bounous, Giancarlo";;;;;;;;;;;;;;;;;;;;;;;;
"Valenzuela-Ceballos, Sara; Castaneda, Gamaliel; Rioja-Paradela, Tamara; Carrillo-Reyes, Arturo; Bastiaans, Elizabeth";;;;;;;;;;;;;;;;;;;;;;;;
"Kammann, C.; Guillet, C.; Andresen, L.; Moser, G.; Gruenhage, L.; Mueller, C.";;;;;;;;;;;;;;;;;;;;;;;;
"Peters, Karsten; Hohenegger, Cathy; Klocke, Daniel";;;;;;;;;;;;;;;;;;;;;;;;
"Hu, Guangxiao; Ma, Xiaoming; Ji, Junping";;;;;;;;;;;;;;;;;;;;;;;;
Scanlan, Emma;;;;;;;;;;;;;;;;;;;;;;;;
"Anthwal, Ashish; Joshi, Varun; Joshi, Suresh C.; Kumar, Kireet";;;;;;;;;;;;;;;;;;;;;;;;
