Anastasiadi, Dafni; Diaz, Noelia; Piferrer, Francesc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Self-Trail, Jean M.; Robinson, Marci M.; Bralower, Timothy J.; Sessa, Jocelyn A.; Hajek, Elizabeth A.; Kump, Lee R.; Trampush, Sheila M.; Willard, Debra A.; Edwards, Lucy E.; Powars, David S.; Wandless, Gregory A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durac, Gheorghe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mert, T.; Bilgili, L.; Celebi, U. B.; Ekinci, S.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pehme, Sirli; Veromann, Eve; Hamelin, Lorie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kong, Deming; Tse, Yuen-Yeung; Jia, Guodong; Wei, Gangjian; Chen, Min-Te; Zong, Yongqiang; Liu, Zhonghui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shannon, Sarah; Smith, Robin; Wiltshire, Andy; Payne, Tony; Huss, Matthias; Betts, Richard; Caesar, John; Koutroulis, Aris; Jones, Darren; Harrison, Stephan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wills, Robert C.; Byrne, Michael P.; Schneider, Tapio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carafa, Luigi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biktash, L. Z.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maure, G.; Pinto, I.; Ndebele-Murisa, M.; Muthige, M.; Lennard, C.; Nikulin, G.; Dosio, A.; Meque, A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horta, Paulo Antunes; Riul, Pablo; Amado Filho, Gilberto M.; Gurgel, Carlos Frederico D.; Berchez, Flavio; de Castro Nunes, Jose Marcos; Scherner, Fernando; Pereira, Sonia; Lotufo, Tito; Peres, Leticia; Sissini, Marina; Bastos, Eduardo de Oliveira; Rosa, Joao; Munoz, Pamela; Martins, Cintia; Gouvea, Lidiane; Carvalho, Vanessa; Bergstrom, Ellie; Schubert, Nadine; Bahia, Ricardo G.; Rodrigues, Ana Claudia; Rorig, Leonardo; Barufi, Jose Bonomi; Figueiredo, Marcia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yang, Wenzhu; Yang, Mingde; Wen, Huiyang; Jiao, Yan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zarch, Mohammad Amin Asadi; Sivakumar, Bellie; Sharma, Ashish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sahin, Umit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunel, Claire; Johnson, Erik Paul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baker, Kirralee G.; Radford, Dale T.; Evenhuis, Christian; Kuzhiumparam, Unnikrishnan; Ralph, Peter J.; Doblin, Martina A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pop, Napoleon; Ioan-Franc, Valeriu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smith, Michael D.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roberts, Gavin; Barbier, Edward; van 't Veld, Klaas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhao, Xiaobing; Du, Ding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yang, Ping; Lai, Derrick Y. F.; Huang, Jia F.; Tong, Chuan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schultze, Steven R.; Sabbatini, Paolo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adair, Karen L.; Lindgreen, Stinus; Poole, Anthony M.; Young, Laura M.; Bernard-Verdier, Maud; Wardle, David A.; Tylianakis, Jason M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wadham, J. L.; Hawkings, J. R.; Tarasov, L.; Gregoire, L. J.; Spencer, R. G. M.; Gutjahr, M.; Ridgwell, A.; Kohfeld, K. E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amaya, Dillon J.; Siler, Nicholas; Xie, Shang-Ping; Miller, Arthur J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Way, Robert G.; Oliva, Frank; Viau, Andre E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mitchell, Daniel; AchutaRao, Krishna; Allen, Myles; Bethke, Ingo; Beyerle, Urs; Ciavarella, Andrew; Forster, Piers M.; Fuglestvedt, Jan; Gillett, Nathan; Haustein, Karsten; Ingram, William; Iversen, Trond; Kharin, Viatcheslav; Klingaman, Nicholas; Massey, Neil; Fischer, Erich; Schleussner, Carl-Friedrich; Scinocca, John; Seland, Oyvind; Shiogama, Hideo; Shuckburgh, Emily; Sparrow, Sarah; Stone, Daithi; Uhe, Peter; Wallom, David; Wehner, Michael; Zaaboul, Rashyd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, Xiaochun; Zhang, Minhua; Ji, Ying; Li, Zongshan; Li, Mu; Zhang, Yuandong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Screen, James A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zandi, Farzad; Amanollahi, Jamil; Poorhashemi, Seyed Abbas; Panahi, Mostafa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kumar, Sanjiv; Zwiers, Francis; Dirmeyer, Paul A.; Lawrence, David M.; Shrestha, Rajesh; Werner, Arelia T.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xu, Yidan; Li, Jianping; Sun, Cheng; Lin, Xiaopei; Liu, Hailong; Wang, Lanning; Liang, Yishuang; Wang, Qiuyun; Zhang, Yazhou; Hou, Zhaolu; Wang, Fuchang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Klein, Geoffrey; Rebetez, Martine; Rixen, Christian; Vitasse, Yann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iszkulo, Grzegorz; Myslicka, Katarzyna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verdu, Jose R.; Sanchez-Pinero, Francisco; Lobo, Jorge M.; Cortez, Vieyle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xu, Zhongfeng; Yang, Zong-Liang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Khan, Aftab Alam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deng, Jianming; Qin, Boqiang; Sarvala, Jouko; Salmaso, Nico; Zhu, Guangwei; Ventela, Anne-Mari; Zhang, Yunlin; Gao, Guang; Nurminen, Leena; Kirkkala, Teija; Tarvainen, Marjo; Vuorio, Kristiina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuena-Lombrana, Alba; Fois, Mauro; Fenu, Giuseppe; Cogoni, Donatella; Bacchetta, Gianluigi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Audet, Joachim; Neif, Erika M.; Cao, Yu; Hoffmann, Carl C.; Lauridsen, Torben L.; Larsen, Soren E.; Sondergaard, Martin; Jeppesen, Erik; Davidson, Thomas A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santer, Benjamin D.; Fyfe, John C.; Solomon, Susan; Painter, Jeffrey F.; Bonfils, Celine; Pallotta, Giuliana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kniebusch, Madline; Meier, H. E. Markus; Neumann, Thomas; Borgel, Florian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fukaya, Haruhiko; Hayakawa, Yoshio; Okamoto, Hidekazu; Ueno, Katsuya; Otsuka, Tetsuo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vasilenko, A. N.; Agafonova, S. A.; Frolova, N. L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grise, Kevin M.; Polvani, Lorenzo M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ortiz, Carina A.; Hammar, Torun; Ahlgren, Serina; Hansson, Per-Anders; Stendahl, Johan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro, Joel B.; Jochum, Markus; Buizert, Christo; He, Feng; Barker, Stephen; Rasmussen, Sune O.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pontes-da-Silva, Emerson; Magnusson, William E.; Sinervo, Barry; Caetano, Gabriel H.; Miles, Donald B.; Colli, Guarino R.; Diele-Viegas, Luisa M.; Fenker, Jessica; Santos, Juan C.; Werneck, Fernanda P.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Katzenberger, Marco; Hammond, John; Tejedo, Miguel; Relyea, Rick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tuleya, Robert E.; Bender, Morris; Knutson, Thomas R.; Sirutis, Joseph J.; Thomas, Biju; Ginis, Isaac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lewandowsky, Stephan; Cook, John; Lloyd, Elisabeth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinez-Sanchez, A.; Allende, A.; Luna, C.; Selma, M., V; Tudela, J. A.; Gil, M., I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Xiangyu; Jiang, Dabang; Tian, Zhiping; Yang, Yibo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stout, Bill; Lal, Rattan; Monger, Curtis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kamae, Youichi; Shiogama, Hideo; Imada, Yukiko; Mori, Masato; Arakawa, Osamu; Mizuta, Ryo; Yoshida, Kohei; Takahashi, Chiharu; Arai, Miki; Ishii, Masayoshi; Watanabe, Masahiro; Kimoto, Masahide; Xie, Shang-Ping; Ueda, Hiroaki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ren, Diandong; Dickinson, Robert E.; Fu, Rong; Bornman, Janet F.; Guo, Weidong; Yang, Song; Leslie, Lance M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andry, Olivier; Bintanja, Richard; Hazeleger, Wilco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Hongxia; Zhang, Yongqiang; Li, Fapeng; Qin, Guanghua; Wang, Xin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Graff, Lise S.; Iversen, Trond; Bethke, Ingo; Debernard, Jens B.; Seland, Oyvind; Bentsen, Mats; Kirkevag, Alf; Li, Camille; Olivie, Dirk J. L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, Wei; Wang, Jie; Choi, Francis M. P.; Ding, Ping; Li, Xiao-xu; Han, Guo-dong; Ding, Meng-wen; Guo, Minquan; Huang, Xiong-wei; Duan, Wei-xiang; Cheng, Zhi-yuan; Chen, Zhi-yuan; Hawkins, Stephen J.; Jiang, Yuwu; Helmuth, Brian; Dong, Yun-wei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
von Schuckmann, K.; Palmer, M. D.; Trenberth, K. E.; Cazenave, A.; Chambers, D.; Champollion, N.; Hansen, J.; Josey, S. A.; Loeb, N.; Mathieu, P. -P.; Meyssignac, B.; Wild, M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arsenovic, Pavle; Rozanov, Eugene; Anet, Julien; Stenke, Andrea; Schmutz, Werner; Peter, Thomas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gregoire, Lauren J.; Otto-Bliesner, Bette; Valdes, Paul J.; Ivanovic, Ruza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berends, Constantijn J.; de Boer, Bas; Dolan, Aisling M.; Hill, Daniel J.; van de Wal, Roderik S. W.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huang, J.; Li, Y.; Fu, C.; Chen, F.; Fu, Q.; Dai, A.; Shinoda, M.; Ma, Z.; Guo, W.; Li, Z.; Zhang, L.; Liu, Y.; Yu, H.; He, Y.; Xie, Y.; Guan, X.; Ji, M.; Lin, L.; Wang, S.; Yan, H.; Wang, G.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scafetta, Nicola; Mirandola, Aberto; Bianchini, Antonio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fan, Song-Miao; Harris, Lucas M.; Horowitz, Larry W.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sessford, E. G.; Tisserand, A. A.; Risebrobakken, B.; Andersson, C.; Dokken, T.; Jansen, E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kite, Edwin S.; Daswani, Mohit Meiwani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baldos, Uris L. C.; Hertel, Thomas W.; Moore, Frances C.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhou, Lingyan; Zhou, Xuhui; Shao, Junjiong; Nie, Yuanyuan; He, Yanghui; Jiang, Liling; Wu, Zhuoting; Bai, Shahla Hosseini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mayor, Daniel J.; Sommer, Ulf; Cook, Kathryn B.; Viant, Mark R.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xiao Guoju; Zhang Fengju; Huang Juying; Luo Chengke; Wang Jing; Ma Fei; Yao Yubi; Wang Runyuan; Qiu Zhengji;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baird, Andrew H.; Madin, Joshua S.; Alvarez-Noriega, Mariana; Fontoura, Luisa; Kerry, James T.; Kuo, Chao-Yang; Precoda, Kristin; Torres-Pulliza, Damaris; Woods, Rachael M.; Zawada, Kyle J. A.; Hughes, Terry P.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morris, Douglas W.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He, Changli; Kang, Jian; Teraesvirta, Timo; Zhang, Shuhua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Molteni, Franco; Farneti, Riccardo; Kucharski, Fred; Stockdale, Timothy N.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ruane, Alex C.; Antle, John; Elliott, Joshua; Folberth, Christian; Hoogenboom, Gerrit; Mason-D'Croz, Daniel; Mueller, Christoph; Porter, Cheryl; Phillips, Meridel M.; Raymundo, Rubi M.; Sands, Ronald; Valdivia, Roberto O.; White, Jeffrey W.; Wiebe, Keith; Rosenzweig, Cynthia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schmidtko, Sunke; Stramma, Lothar; Visbeck, Martin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoffman, Jeremy S.; Clark, Peter U.; Parnell, Andrew C.; He, Feng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Araujo, J. E.; Madeira, D.; Vitorino, R.; Repolho, T.; Rosa, R.; Diniz, M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gomiero, A.; Bellerby, R. G. J.; Zeichen, M. Manca; Babbini, L.; Viarengo, A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webb, David John;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eyre, J. E. Jack Reeves; Van Roekel, Luke; Zeng, Xubin; Brunke, Michael A.; Golaz, Jean-Christophe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de Mira-Mendes, Caio Vinicius; Costa, Renan Nunes; Dias, Iuri Ribeiro; Carilo Filho, Leildo Machado; Mariano, Rodolfo; Le Pendu, Yvonnick; Sole, Mirco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datta, Saswati; Jones, W. Linwood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimmerman, Naomi; Wang, Jonathan M.; Jeong, Cheol-Heon; Wallace, James S.; Evans, Greg J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joshi, Manoj; von Glasow, Roland; Smith, Robin S.; Paxton, Charles G. M.; Maycock, Amanda C.; Lunt, Daniel J.; Loptson, Claire; Markwick, Paul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blagodatskaya, Evgenia; Blagodatsky, Sergey; Khomyakov, Nikita; Myachina, Olga; Kuzyakov, Yakov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Bengang; Gasser, Thomas; Ciais, Philippe; Piao, Shilong; Tao, Shu; Balkanski, Yves; Hauglustaine, Didier; Boisier, Juan-Pablo; Chen, Zhuo; Huang, Mengtian; Li, Laurent Zhaoxin; Li, Yue; Liu, Hongyan; Liu, Junfeng; Peng, Shushi; Shen, Zehao; Sun, Zhenzhong; Wang, Rong; Wang, Tao; Yin, Guodong; Yin, Yi; Zeng, Hui; Zeng, Zhenzhong; Zhou, Feng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tang, She; Zhang, Haixiang; Liu, Wenzhe; Dou, Zhi; Zhou, Qinyang; Chen, Wenzhu; Wang, Shaohua; Ding, Yanfeng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lough, J. M.; Anderson, K. D.; Hughes, T. P.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smith, Doug M.; Booth, Ben B. B.; Dunstone, Nick J.; Eade, Rosie; Hermanson, Leon; Jones, Gareth S.; Scaife, Adam A.; Sheen, Katy L.; Thompson, Vikki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lin, Lei; Wang, Zhili; Xu, Yangyang; Fu, Qiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brient, Florent; Schneider, Tapio; Tan, Zhihong; Bony, Sandrine; Qu, Xin; Hall, Alex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feng, Ming; Hendon, Harry H.; Xie, Shang-Ping; Marshall, Andrew G.; Schiller, Andreas; Kosaka, Yu; Caputi, Nick; Pearce, Alan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morrison, Adele K.; Griffies, Stephen M.; Winton, Michael; Anderson, Whit G.; Sarmiento, Jorge L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brewer, Matthew C.; Mass, Clifford F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heuts, R. F.; Schrevens, E.; Vansteenkiste, J.; Diels, J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gao, Guang; Shi, Qi; Xu, Zhiguang; Xu, Juntian; Campbell, Douglas A.; Wu, Hongyan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pohlman, John W.; Greinert, Jens; Ruppel, Carolyn; Silyakova, Anna; Vielstaedte, Lisa; Casso, Michael; Mienert, Jurgen; Bunz, Stefan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huang, Ping; Chen, Dong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jiao, Shengwu; Huettmann, Falk; Guo, Yumin; Li, Xianda; Ouyang, Yanlan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Byrne, Michael P.; O'Gorman, Paul A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Song, Bo; Wang, Huizan; Chen, Changlin; Zhang, Ren; Bao, Senliang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samaniego, L.; Thober, S.; Kumar, R.; Wanders, N.; Rakovec, O.; Pan, M.; Zink, M.; Sheffield, J.; Wood, E. F.; Marx, A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Twardosz, Robert; Kossowska-Cezak, Urszula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wild, Birgit; Gentsch, Norman; Capek, Petr; Diakova, Katerina; Alves, Ricardo J. Eloy; Barta, Jiri; Gittel, Antje; Hugelius, Gustaf; Knoltsch, Anna; Kuhry, Peter; Lashchinskiy, Nikolay; Mikutta, Robert; Palmtag, Juri; Schleper, Christa; Schnecker, Joerg; Shibistova, Olga; Takriti, Mounir; Torsvik, Vigdis L.; Urich, Tim; Watzka, Margarete; Santruckova, Hana; Guggenberger, Georg; Richter, Andreas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rupp, David E.; Li, Sihan; Massey, Neil; Sparrow, Sarah N.; Mote, Philip W.; Allen, Myles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matyshak, G. V.; Goncharova, O. Yu.; Tarhov, M. O.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, Guang-Xu; Zhan, Ren-Bin; Percival, Ian G.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
She, C. -Y.; Krueger, D. A.; Yuan, T.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Castellan, Giorgio; Angeletti, Lorenzo; Taviani, Marco; Montagna, Paolo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaughan, Ian P.; Gotelli, Nicholas J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ding, Qinghua; Schweiger, Axel; L'Heureux, Michelle; Battisti, David S.; Po-Chedley, Stephen; Johnson, Nathaniel C.; Blanchard-Wrigglesworth, Eduardo; Harnos, Kirstin; Zhang, Qin; Eastman, Ryan; Steig, Eric J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defforge, Cecile L.; Merlis, Timothy M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
